"","email","vorname","nachname","landVorwahl","vorwahl","telNr","land","gebDat","straße","hnr","stiege","tnr","ort","plz","comb","pk","isDirty","errCol","errRule"
"883","tm@the.cz","Camillo","Schwarz","43","675","20","AUT","2014-02-15","Eintrachtgasse","108","","","Graz","8041","Eintrachtgasse 108 8041 Graz,07.Bez.:Liebenau",672,"False","",""
"884","octruckremove@excite.com","Veit","Mayer","43","57","7840","AUT","2024-11-06","Frohsinnstraße","12","","","Gleisdorf","8200","Frohsinnstraße 12 8200 Gleisdorf",673,"False","",""
"885","frankhakkar@yahoo.com","Amos","Friedl","43","674","7572","AUT","2001-07-07","Hühnerbergstraße","121","","","Hausmannstätten","8071","Hühnerbergstraße 121 8071 Hausmannstätten",674,"False","",""
"886","rpfeiffe@us.ibm.com","Hakan","Gold","43","664","468166","AUT","2014-05-20","Schulgasse","2","","","Mutters","6162","Schulgasse 2 6162 Mutters",675,"False","",""
"887","optitarget-24camera@ultimateupdate.com","Romed","Steinkellner","43","931","560","AUT","2009-01-09","Mießbergstraße","55","","","Loibach","9150","Mießbergstraße 55 9150 Loibach",676,"False","",""
"888","michael.pieper@gmd.de","Fynn","Wiesinger","43","720","4233","AUT","2025-01-17","Ferdinand-Kurz-Gasse","47","","","Horn","3580","Ferdinand-Kurz-Gasse 47 3580 Horn",677,"False","",""
"889","vertex@usa.net","Ibrahim","Schober","43","503","5327","AUT","2005-05-12","Friedreichs","33","","","Friedreichs","3922","Friedreichs 33 3922 Friedreichs",678,"False","",""
"890","stefano.antoniazzi@italtel.it","Damian","Kremser","43","673","78","AUT","1950-05-15","Kienbergstraße","19","","","Jenbach","6200","Kienbergstraße 19 6200 Jenbach",679,"False","",""
"891","land8@land8.com","Alois","Kahr","43","111","14208","AUT","1971-12-27","Osterwitz","47","","","Osterwitz","8530","Osterwitz 47 8530 Osterwitz",680,"False","",""
"892","gerph@innocent.com","Darlington","Pohl","43","820","7444","AUT","2006-03-29","Jesenfeldrain","7","","","Villach-Warmbad-Judendorf","9504","Jesenfeldrain 7 9504 Villach-Warmbad-Judendorf",681,"False","",""
"893","search@searchforwebhosts.com","Ernst","Rauch","43","696","561","AUT","1980-08-24","Währinger Gürtel","102","","","Wien","1090","Währinger Gürtel 102 1090 Wien,Alsergrund",682,"False","",""
"894","paul@activemath.org","Lio","Schachner","43","828","316664","AUT","2022-02-24","Mühlbergweg","46","","","Kössen","6345","Mühlbergweg 46 6345 Kössen",683,"False","",""
"895","sakurai@rinfo.sei.co.jp","Romeo","Weiss","43","123","1541","AUT","1993-10-09","Pfösinger Straße","9","","","Manhartsbrunn","2203","Pfösinger Straße 9 2203 Manhartsbrunn",684,"False","",""
"896","hammer@andor.wiwi.uni-karlsruhe.de","Valerio","Waldner","43","650","50858","AUT","2025-02-02","Am Sonnenhain","20","","","Sollenau","2601","Am Sonnenhain 20 2601 Sollenau",685,"False","",""
"897","dream@tux.w3.org","Udo","Gindl","43","672","26624","AUT","1973-03-01","Kresbach","23","","","Kresbach","8530","Kresbach 23 8530 Kresbach",686,"False","",""
"898","sami.maatta@ytv.fi","Ahmad","Steiner","43","930","21623","AUT","2009-06-24","Hagling","13","","","Haidershofen","4431","Hagling 13 4431 Haidershofen",687,"False","",""
"899","ydirson@alcove.fr","Albion","Nemeth","43","123","857","AUT","1989-05-09","Kurzes Hirschfeld","10","","","Neusiedl am See","7100","Kurzes Hirschfeld 10 7100 Neusiedl am See",688,"False","",""
"900","bernhard.weichel@pcm.bosch.de","Ernesto","Stöckl","43","678","666","AUT","2010-12-16","Gotschuchen","65","","","Gotschuchen","9173","Gotschuchen 65 9173 Gotschuchen",689,"False","",""
"901","rcuza@cshnyc.org","Muhammed-Enes","Strasser","43","692","3375","AUT","1958-09-15","J.Strauß-Gasse","12","","","Pottschach","2630","J.Strauß-Gasse 12 2630 Pottschach",690,"False","",""
"902","webmaster@mpaa.org","Alex","Steiner","43","664","144345","AUT","1992-02-14","Falkenstein","122","","","Falkenstein","2162","Falkenstein 122 2162 Falkenstein",691,"False","",""
"903","8qwy2102@tux.w3.org","Fernando","Brenner","43","699","7527","AUT","2007-03-10","Andrä Stöllinger-Straße","5a","","","Eugendorf","5301","Andrä Stöllinger-Straße 5a 5301 Eugendorf",692,"False","",""
"904","mfossa@ditec.unige.it","Günter","Egger","43","503","50736","AUT","1954-08-24","Kislingring","12","","","Obergänserndorf","2111","Kislingring 12 2111 Obergänserndorf",693,"False","",""
"905","drew.mcdermott@yale.edu","Mahmoud","Schauer","43","517","78564","AUT","2010-07-18","Krenwald","31","","","Krenwald","5212","Krenwald 31 5212 Krenwald",694,"False","",""
"906","cristian.balan@plattsburgh.edu","Arda","Teufel","43","130","365","AUT","2000-07-04","Dorf","59","","","Pfunds","6542","Dorf 59 6542 Pfunds",695,"False","",""
"907","joe@joehewitt.com","Muhammed-Žcelebi","Berger","43","664","728","AUT","1977-05-03","Brühler Straße","110b","","","Mödling","2340","Brühler Straße 110b 2340 Mödling",697,"False","",""
"908","dattmobutu2000@excite.com","Alessandro","Wiesinger","43","699","8131","AUT","1972-09-28","Eulenstraße","16","","","Ennsdorf","4482","Eulenstraße 16 4482 Ennsdorf",698,"False","",""
"909","cbh@adrelevance.com","Abraham","Stöger","43","671","305763","AUT","1999-08-15","Fraueneggerstraße","5a","","","Freidorfer Gleinz","8530","Fraueneggerstraße 5a 8530 Freidorfer Gleinz",699,"False","",""
"910","61.txt@tux.w3.org","Lenny","Baumgartner","43","517","366308","AUT","1999-05-06","Alte Poststraße","23","","","Kindberg","8644","Alte Poststraße 23 8644 Kindberg",700,"False","",""
"911","grippel@bitstream.com","Fynn","Prochaska","43","1455","7710","AUT","2019-05-13","Lindhof","9","","","Lindhof","9422","Lindhof 9 9422 Lindhof",701,"False","",""
"912","wai-report-request@tux.w3.org","Orpheas","Unger","43","828","55655","AUT","2017-12-14","Seestraße","39","","","Lunz am See","3293","Seestraße 39 3293 Lunz am See",702,"False","",""
"913","master@am21.com","Lenni","Bauer","43","686","56048","AUT","1979-06-27","Am Steinjoch","18","","","Tattendorf","2523","Am Steinjoch 18 2523 Tattendorf",704,"False","",""
"914","biogenet@unica.edu.cu","Erdem","Steinlechner","43","691","532754","AUT","1996-09-06","Niederland","297","","","Niederland","5091","Niederland 297 5091 Niederland",705,"False","",""
"915","gkhan@anb.com.sa","Vuk","Moser","43","663","103","AUT","1997-09-12","Saaßstraße","13","","","Saaß","4421","Saaßstraße 13 4421 Saaß",706,"False","",""
"916","pvwww@tax58.dionis.sura.com.ru","Ishaq","Steinkellner","43","657","28303","AUT","2014-11-13","Kirchseegasse","22","","","Illmitz","7142","Kirchseegasse 22 7142 Illmitz",707,"False","",""
"917","hugo@copextel.esica.colombus.cu","Gizay","Lechner","43","821","364","AUT","2017-01-31","Dr.-Robert-Sieger-Straße","17","","","Graz","8010","Dr.-Robert-Sieger-Straße 17 8010 Graz,06.Bez.:Jakomini",708,"False","",""
"918","rdm@docreate.net","Francois","Huber","43","501","566706","AUT","2001-07-16","Hauptstraße","40","","","Stixneusiedl","2463","Hauptstraße 40 2463 Stixneusiedl",709,"False","",""
"919","sgreer@chat.ru","Dorian","Kerschbaum","43","694","676007","AUT","2015-05-24","Am Weinberg","51","","","Ardagger Stift","3321","Am Weinberg 51 3321 Ardagger Stift",710,"False","",""
"920","tfraser@miray.jeffsys.net","Raman","Bogner","43","678","63761","AUT","2022-02-07","Siedinger Str.","20","","","Sieding","2631","Siedinger Str. 20 2631 Sieding",711,"False","",""
"921","www-request@w3.org","Erwin","Schweighofer","43","699","8583","AUT","1977-05-24","Höflach","52","","","Höflach","8350","Höflach 52 8350 Höflach",712,"False","",""
"922","ned.freed@innosoft.com","Alex","Andres","43","508","8480","AUT","2016-05-15","Graf-Hugo-Wuhrgang","3","","","Feldkirch","6800","Graf-Hugo-Wuhrgang 3 6800 Feldkirch",713,"False","",""
"923","webmaster@sy001.com","Tio","Staudinger","43","507","52830","AUT","1978-11-22","Käsereiweg","20","","","Eching","5113","Käsereiweg 20 5113 Eching",714,"False","",""
"924","lauren@sqwest.bc.ca","Bleron","Steiner","43","821","8430","AUT","2012-06-27","Azaleengasse","94","","","Wien","1220","Azaleengasse 94 1220 Wien,Donaustadt",715,"False","",""
"925","jslm@atul.co.in","Hakan","Maier","43","677","870","AUT","2008-09-20","Astachsiedlung","14a","","","Großarl","5611","Astachsiedlung 14a 5611 Großarl",716,"False","",""
"926","gorecki@domdata.bauboden.com","Raul","Bruckner","43","685","4054","AUT","2014-05-29","An der Mattig","41","","","Jahrsdorf","4963","An der Mattig 41 4963 Jahrsdorf",718,"False","",""
"927","vivian@wmhr.com.cn","Ralf","Schmid","43","663","71860","AUT","1977-01-27","Römerstraße","66","","","Linz","4020","Römerstraße 66 4020 Linz",719,"False","",""
"928","gareth@decisionsoft.com","Richhard","Zauner","43","821","141558","AUT","2017-07-23","Hauptstraße","65","","","Wilfleinsdorf","2462","Hauptstraße 65 2462 Wilfleinsdorf",720,"False","",""
"929","judy@live.or.cr","Ilias","Dunst","43","931","7163","AUT","1999-08-25","Obere Ortsstraße","8","","","Altmanns","2151","Obere Ortsstraße 8 2151 Altmanns",722,"False","",""
"930","john_slatin@forum.utexas.edu","Umut","Pokorny","43","657","52613","AUT","1995-10-25","Weit","10","","","Weit","9560","Weit 10 9560 Weit",723,"False","",""
"931","tbw@indigo.net.au","Ylli","Öztürk","43","655","11863","AUT","2017-10-27","Waldstraße","6","","","Strasshof an der Nordbahn","2231","Waldstraße 6 2231 Strasshof an der Nordbahn",724,"False","",""
"932","david.burdett@commerceone.com","Milan","Bauer","43","682","42","AUT","2010-09-05","Spratzerner Kirchenweg","19","","","St. Pölten","3100","Spratzerner Kirchenweg 19 3100 St. Pölten",725,"False","",""
"933","wendy_lee@agilent.com","Abubakar","Brenner","43","508","57113","AUT","1972-11-14","Uferstraße","14","","","Laab","5280","Uferstraße 14 5280 Laab",726,"False","",""
"934","anyone@hotmail.net","Maurice","Gabriel","43","59","5723","AUT","2023-01-11","Eugengasse","40","","","Baden","2500","Eugengasse 40 2500 Baden",728,"False","",""
"935","test@test.com","Eduard","Heigl","43","684","152183","AUT","1998-04-10","Maßweger Straße","21","","","Knittelfeld","8720","Maßweger Straße 21 8720 Knittelfeld",729,"False","",""
"936","765jh22gjh@pingtandao.com","Marlon","Angerer","43","59","6052","AUT","2015-07-02","Jubiläumstraße","20","","","Grein","4360","Jubiläumstraße 20 4360 Grein",730,"False","",""
"937","www-ws-cg@w3.org","Leandro","Krenn","43","120","6023","AUT","2023-02-12","Austraße","14","","","Kottingbrunn","2542","Austraße 14 2542 Kottingbrunn",731,"False","",""
"938","mejanowak@bigplanet.com","Lean","Altmann","43","57","16530","AUT","2015-01-20","Lenaustraße","48","","","Strasshof an der Nordbahn","2231","Lenaustraße 48 2231 Strasshof an der Nordbahn",732,"False","",""
"939","ekr@terisa.com","Rubin","Schneider","43","666","4623","AUT","1973-12-16","Wallendorf","59","","","Wallendorf","8382","Wallendorf 59 8382 Wallendorf",733,"False","",""
"940","jaccoud@petrobras.com.br","Timon","Haller","43","693","75576","AUT","2008-04-28","Tiefenbach","4","","","Kollmitzberg","3321","Tiefenbach 4 3321 Kollmitzberg",734,"False","",""
"941","shane@aptest.com","Yazan","Fritz","43","503","333263","AUT","1987-05-21","Kreuzackergasse","8","","","Waldreichs","3812","Kreuzackergasse 8 3812 Waldreichs",735,"False","",""
"942","scheng@nahava.com","Salih","Lemberger","43","650","8106","AUT","2022-10-19","Obere Bachgasse","100","","","Weißenkirchen in der Wachau","3610","Obere Bachgasse 100 3610 Weißenkirchen in der Wachau",736,"False","",""
"943","griffith.james@popkin.com","Toma-Damian","Schmidt","43","657","3430","AUT","2005-12-28","Heigerleinstraße","43","","","Wien","1170","Heigerleinstraße 43 1170 Wien,Hernals",737,"False","",""
"944","beerse@ats.nld.alcatel.nl","Sergej","Ehrlich","43","800","74077","AUT","1988-11-24","Trautenfels","46","","","Trautenfels","8951","Trautenfels 46 8951 Trautenfels",738,"False","",""
"945","evelien@eusai.net","Elmar","Scherer","43","669","76181","AUT","1967-10-03","Leiten","23","","","Scheffau am Wilden Kaiser","6351","Leiten 23 6351 Scheffau am Wilden Kaiser",739,"False","",""
"946","larry.g.hull@gsfc.nasa.gov","Erlind","Schreiber","43","653","1541","AUT","2001-04-21","Judendorfer Straße","41d","","","Gratwein","8112","Judendorfer Straße 41d 8112 Gratwein",740,"False","",""
"947","secsupport@etsi.fr","Yasir","Eder","43","517","5706","AUT","2000-05-24","Schmölzergasse","58a","","","Sankt Marein im Mürztal","8641","Schmölzergasse 58a 8641 Sankt Marein im Mürztal",741,"False","",""
"948","whlq@public.szptt.net.cn","Roger","Schiller","43","698","545","AUT","2021-08-15","Reichsstraße","4","","","Lustenau","6890","Reichsstraße 4 6890 Lustenau",742,"False","",""
"949","godudbsf@hotmail.com","Joe","Neumann","43","690","8704","AUT","1961-05-18","Majorweg","14","","","Rutzing","4063","Majorweg 14 4063 Rutzing",743,"False","",""
"950","credit-sos@credit-sos.com","Can","Novak","43","120","34820","AUT","1995-07-19","Grubenweg","10","","","Gralla","8431","Grubenweg 10 8431 Gralla",744,"False","",""
"951","m.alessandrini@ea.unian.it","Levin","Grgic","43","694","262","AUT","1997-06-23","Anton Haas-Straße","39","","","Frättingsdorf","2132","Anton Haas-Straße 39 2132 Frättingsdorf",745,"False","",""
"952","mbartel@thistle.ca","Lando","Auer","43","694","574","AUT","2018-01-22","Leopold-Plank-Straße","18","","","Sandhäuslberg","4694","Leopold-Plank-Straße 18 4694 Sandhäuslberg",746,"False","",""
"953","tcg@trainscan.com","Vanja","Gruber","43","665","320072","AUT","1980-10-09","Siegfried Theiss-Straße","1","","","Wiener Neustadt","2700","Siegfried Theiss-Straße 1 2700 Wiener Neustadt",747,"False","",""
"954","public-ws-pnf-tf@w3.org","Recep","Schulz","43","820","763404","AUT","1965-08-11","Frauenstein","26","","","Frauenstein","4962","Frauenstein 26 4962 Frauenstein",748,"False","",""
"955","a00981gnbx@hotmail.com","Dieter","Dietrich","43","718","662752","AUT","1966-11-20","Obergroßau","25","","","Obergroßau","8261","Obergroßau 25 8261 Obergroßau",749,"False","",""
"956","optitarget-23gevalia@opti7.com","Eliah","Berthold","43","668","635","AUT","1980-06-01","Högweg","27","","","Weerberg","6133","Högweg 27 6133 Weerberg",750,"False","",""
"957","maarten.malaise@pandora.be","Alejandro","Haslinger","43","698","54020","AUT","1984-11-23","Alpenlandstraße","1","","","Horn","3580","Alpenlandstraße 1 3580 Horn",751,"False","",""
"958","aaron@mantiscorp.com","Rames","Paar","43","804","2008","AUT","1997-05-19","Am Mühlfeld","65","","","Sigleß","7032","Am Mühlfeld 65 7032 Sigleß",753,"False","",""
"959","40.txt@tux.w3.org","Lucas-Patrick","Stöckl","43","828","2","AUT","2020-01-13","Goritschach","43","","","Goritschach","9133","Goritschach 43 9133 Goritschach",754,"False","",""
"960","business-owner@tux.w3.org","Raziel","Seidl","43","668","3575","AUT","2008-08-11","Unterhaus","98","","","Unterhaus","9805","Unterhaus 98 9805 Unterhaus",755,"False","",""
"961","romain.kobylanski@cuefa.inpg.fr","Gabor","Kainz","43","517","418","AUT","1991-05-10","Kasten","53","","","Kasten","4171","Kasten 53 4171 Kasten",756,"False","",""
"962","jack@twaxx.com","Dario","Gruber","43","800","573","AUT","2007-03-07","Stubenberg","152","","","Stubenberg am See","8223","Stubenberg 152 Öllager 8223 Stubenberg am See",757,"False","",""
"963","oga@ma.nma.ne.jp","Konrad","Gaber","43","689","85702","AUT","2015-04-04","Sulzbach","15","","","Maria Neustift","4443","Sulzbach 15 4443 Maria Neustift",758,"False","",""
"964","goodmail@newemail.net","Karl-Max","Weber","43","828","72072","AUT","2007-10-09","Zistererbichl","4","","","Jenbach","6200","Zistererbichl 4 6200 Jenbach",759,"False","",""
"965","public-sws-ig@frink.w3.org","Amadeus","Sommer","43","506","235","AUT","1992-01-24","Taborstraße","67","","","Wien","1020","Taborstraße 67 1020 Wien,Leopoldstadt",760,"False","",""
"966","t.a.plant@nortel.co.uk","Karas","Strobl","43","501","152","AUT","1992-07-27","Kleinbaumgarten","51","","","Kleinbaumgarten","2154","Kleinbaumgarten 51 2154 Kleinbaumgarten",761,"False","",""
"967","ateensgroup@groups.msn.com","Lothar","Peck","43","693","4064","AUT","2019-09-21","Kitzbüheler Straße","63","","","Kirchberg in Tirol","6365","Kitzbüheler Straße 63 6365 Kirchberg in Tirol",762,"False","",""
"968","tmccain@butler.edu","Frederik","Wallner","43","780","58354","AUT","1970-01-05","Am Majötz","8","","","Imst","6460","Am Majötz 8 6460 Imst",763,"False","",""
"969","steinar@manamind.com","Prince","Nenning","43","694","750653","AUT","1990-03-25","Seesiedlung XII. Straße","6","","","Hornstein","2491","Seesiedlung XII. Straße 6 2491 Hornstein",764,"False","",""
"970","wkho@163.net","Chris","Aigner","43","780","36444","AUT","2008-05-09","Wenigreith","10","","","Wenigreith","2853","Wenigreith 10 2853 Wenigreith",765,"False","",""
"971","klcc70@hotmail.com","Davud","Gruber","43","682","777","AUT","1999-09-05","Unternberg","11","","","Unternberg","3251","Unternberg 11 3251 Unternberg",766,"False","",""
"972","pgomez@student.ateneo.edu","Mike","Schwaiger","43","698","702","AUT","2020-05-09","Rosenstraße","9","","","Perbersdorf","3364","Rosenstraße 9 3364 Perbersdorf",767,"False","",""
"973","friedrichs@post.cz","Ernest","Kopp","43","506","562","AUT","2023-12-15","Bahnhofpromenade","268","","","Bad Aussee","8990","Bahnhofpromenade 268 8990 Bad Aussee",768,"False","",""
"974","erlenkoetter_ansgar@tandem.com","Niko","Dedic","43","653","4037","AUT","1994-07-30","Dr.-F.-Seifert-Straße","9","","","Seewalchen am Attersee","4863","Dr.-F.-Seifert-Straße 9 4863 Seewalchen am Attersee",770,"False","",""
"975","public-p3p@w3.org","Ogulcan","Auer","43","503","5578","AUT","2012-09-10","Sankt Wendelin","61","","","Nassereith","6465","Sankt Wendelin 61 6465 Nassereith",771,"False","",""
"976",":www4mail-comments@w3.org","Dario","Ammann","43","931","843032","AUT","1989-10-29","Öttlen","17","","","Tobadill","6552","Öttlen 17 6552 Tobadill",772,"False","",""
"977","sophie@onlyyellowpages.com","Frederic","Pölzl","43","696","33021","AUT","2010-06-08","Rathausplatz","43","","","Vorau","8250","Rathausplatz 43 8250 Vorau",773,"False","",""
"978","marbut@hplb.hpl.hp.com","Ricardo","Huber","43","501","531","AUT","2004-05-08","Mariazeller Straße","260","","","Völtendorf","3100","Mariazeller Straße 260 3100 Völtendorf",774,"False","",""
"979","abraham_si@ieee.org","Hans","Stelzer","43","672","241","AUT","2007-10-08","Hörgas","184a","","","Hörgas","8103","Hörgas 184a 8103 Hörgas",775,"False","",""
"980","mintert@irb.informatik.uni-dortmund.de","Danilo","Fuchs","43","685","47420","AUT","1955-07-01","Dornegg","17","","","Krumegg","8302","Dornegg 17 8302 Krumegg",776,"False","",""
